key,smiles
Se3c12237517c,COC(=O)CC1CCCCCC(C)C1
Se3c539fd0daf,CCC1(OOC)CC1C
Se3f549a5d23b,CCCC(=O)OSC
Se447765789e9,CC(=O)C1CC2(C(C)=O)CC2C1C
Se4b1fea15fa6,CC1(C)CCCCCS(=O)(=O)C1
Se506208a4232,CC1CCC1(C)C1(C(C)C)CC1(C)C
Se54e5e1458a3,CCCC(=O)C(CC)CC(C)(C)F
Se5d79f034af8,CCC1CC(C)C1C(C)CCOC
Se732b32e0b9a,CCCCC(C)C(C)SOC
Se74c9a4aaac2,CC(=O)C1(CC(C)C(C)C)CCCC1
Se8cc3e7b0f9a,CCC1C2CCCC(C3(C)CC3)C12
Se980182157d3,CC(CF)C1(CF)CCOC1
Sec2908caa354,CCCC(CC#N)CCC(C)CC
Sed183be5a1b2,CCC1CC2C(OC)CC(C)C2(C)C1
See7b7915ca26,CCCC1SOC(C)(C)C1C
Sefc0a92539bb,CC(Cl)CC1CC(C#N)C1
Sf0923465db12,CCCCC(C)OC(=O)OCC
Sf0ccf2ecc2c6,CCCC(=O)OC1CCC(CC)C1
Sf10c4bc2c87a,CC1CC2CC(C2)CC1C
Sf1704d9e49e2,COC(=O)C1CCCC(C(C)C)C1C
Sf19b728d9135,CCC(C)C(=O)CCC(C)C(C)(C)C
Sf19df5a34060,CCCC(C)(P)CC
Sf1f1a71ce265,CCCC(C)(C#N)CCl
Sf22199ad84a9,CCCC(=O)CC(C)C(C)C
Sf2238c0afee3,CCC(CC#N)CCF
Sf2cd0b21d775,CCC1CC2C3CCC2(C1)CC1CC13
Sf2d688e523f3,CCC(C)SC(C#N)C(CC)CC
Sf2f46e8065c2,C1CC2CC3C4CCC1C4C23
Sf307e9b7d786,CCCCCC1CC1C(=O)C(=O)C#N
Sf42ae195b4ec,CSC(C#N)CC(C)(C)C
Sf456fa0e2a2a,CC1CC2CC3(C)CC(C1)(C2)C3
Sf4642924395b,CC1CC2CCC(C)C(C2)C1=O
Sf4671bf64324,CCN1C(C)CC(=O)C12CC2C
Sf4b76415d7ab,CCC(CC(C)=O)C(=O)CC(F)F
Sf4dd3c19cd89,CCC1CCC(CCCCCl)C1
Sf52dcecf144a,CCCCC(C)C12CCCCCC1C2
Sf54d69514dd7,CCC(C)CC1(C2C(C)C2(C)C)CC1
Sf5f024885970,CCC(C)C1C(C(C)C)CC12CC2C
Sf61baf56bf5f,CC(C)CCC1C(C)CC(C)C1(C)C
Sf6505944a542,CCCC(C(C)C)C1(C)CCCC1
Sf7a80b70e1cf,CCC1(C)CC2C(C)C2C1C(=O)OC
Sf7b1e6b7e901,CCCCCCC(CC)C(C)(C)C
Sf8166c430727,CC1C2CC(=O)C(C#N)C(C)(C)CC12
Sf9576e27998a,CC(=O)OCP
Sf97f954bd603,CCCCCCC(C)CC#N
Sfa9b574ca493,CCCOC(=O)OCCC(C)OC
Sfc50a27988ff,CCCCC(CC)C(C)CC(C)C
Sfcb43392bce6,CCC(C(C)C)C1CCC(C)(C)C1C
Sfcbb517ad521,CCCCC(C)C(=O)C1CO1
Sfd23e7eb1b3a,CCCCC(=O)C(C)(C)C(C)CC
Sfd7734abd377,CCCCC1C(C)C1CC(C)=O
Sfe0a2224b0d6,CCC(C)C(=O)C1(C#N)CC1
Sff7833169321,CCC12CC3CCC(C3C)C(C)C1C2
Sffb26a91871b,CCC(CC)C(C)C(=O)OC(C)C
Sfff8dded6392,CC(C)(C)c1ccc2c(c1)ON(F)O2
