row_index,csv_line,key,salt,solvent,concentration,cation,anion,solvent_key,mw_solvent,mw_salt,n_solvent,n_salt,solv_per_ion_pair,box_build_nm,n_atoms_est,solvent_ff,clamped,stage
233,235,ela1b31ee3172a,[Li+].[O-][N+](=O)=O,CC1CC(C)(C)C(=O)CC1C(C)(C)C,1.19,Li,NO3,Sa28fab30c970,196.334,68.945,261,64,4.078,5.1601,10238,True,False,not_built
234,236,el7d2cf472657d,[Li+].[O-][N+](=O)=O,CCCCCOC(=O)C(C)C,1.32,Li,NO3,Sd1dc43143f43,158.241,68.945,290,64,4.531,4.9848,8730,True,False,not_built
235,237,el8f495bec8a2d,[Li+].[O-][N+](=O)=O,CC(C)CCOC(=O)C(C)(C)F,0.52,Li,NO3,S18cb379914cf,176.231,68.945,684,64,10.688,6.7999,20156,True,False,not_built
236,238,el098a7daece29,[Li+].[O-][N+](=O)=O,CCCC1(C)CC(CC)C(=O)C1C,1.19,Li,NO3,S3e91070b9bf6,182.307,68.945,281,64,4.391,5.1601,10155,True,False,not_built
237,239,el480914ba24df,[Li+].[O-][N+](=O)=O,CCCCC(C)OC(=O)OCC,1.32,Li,NO3,Sf0923465db12,174.24,68.945,263,64,4.109,4.9848,8210,True,False,not_built
238,240,ela996c3670f3e,[Li+].[O-][N+](=O)=O,CCC(C)CC1(CC(=O)OC)CC1,1.46,Li,NO3,Sd7375efb798f,184.279,68.945,224,64,3.5,4.8201,7712,True,False,not_built
239,241,el42c6bec6b523,[Li+].[O-][N+](=O)=O,CC(=O)C(C)(C)C(C)C#N,1.46,Li,NO3,S4e3c54e90875,139.198,68.945,296,64,4.625,4.8201,7128,True,False,not_built
240,242,el263e723e51e2,[Li+].[O-][N+](=O)=O,CCCC(CC)COC(=O)OCC,1.1,Li,NO3,S741ce2435b05,188.267,68.945,295,64,4.609,5.2971,10055,True,False,not_built
241,243,el6acc23c77fad,[Li+].[O-][N+](=O)=O,CC1CC2C3C(C)(C)CCC23O1,0.92,Li,NO3,S189d47b3f15d,166.264,68.945,403,64,6.297,5.6222,12410,True,False,not_built
242,244,eld4cac224b582,[Li+].[O-][N+](=O)=O,CCC1CCC2OC(=O)OC12,1.32,Li,NO3,S44b0ad759a7a,156.181,68.945,294,64,4.594,4.9848,7082,True,False,not_built
243,245,el0c4ac14b988a,[Li+].[O-][N+](=O)=O,COC(=O)OCCCSSC,1.41,Li,NO3,S2fe9daef37e6,196.293,68.945,218,64,3.406,4.8764,5334,True,False,not_built
244,246,ele5c75f8776d6,[Li+].[O-][N+](=O)=O,COC1C(C(C)=O)C2CCC3CC31C2,0.39,Li,NO3,Sb4f22c20dd4f,194.274,68.945,831,64,12.984,7.4843,26912,True,False,not_built
245,247,el9f0701395160,[Li+].[O-][N+](=O)=O,CCC1(C)CC(=O)CCC1(C)C,1.23,Li,NO3,S105b713f5a46,168.28,68.945,294,64,4.594,5.1035,9728,True,False,not_built
246,248,el5a024da47489,[Li+].[O-][N+](=O)=O,CCS(=O)(=O)CCCC(C)(C)F,1.41,Li,NO3,Sdf29eb5de996,196.287,68.945,218,64,3.406,4.8764,6642,True,False,not_built
247,249,el4b722ec161ff,[Li+].[O-][N+](=O)=O,CC1CC2CCCC3(CCCC3=O)C12,1.1,Li,NO3,S8b1bf3f51566,192.302,68.945,289,64,4.516,5.2971,10146,True,False,not_built
248,250,el0edeb89bd367,[Li+].[O-][N+](=O)=O,CCC1C2C(C)C(=O)CCCC12OC,0.97,Li,NO3,Sa35cfc491e64,196.29,68.945,323,64,5.047,5.5239,11302,True,False,not_built
249,251,el33559575e4eb,[Li+].[O-][N+](=O)=O,CCC1C(C)CC12CCS2(=O)=O,0.7,Li,NO3,S148aedf1b044,188.292,68.945,472,64,7.375,6.1585,13536,True,False,not_built
250,252,el83613dc77497,[Li+].CC(=O)[O-],CC1C(=O)C2CCCC2C1=O,0.74,Li,OAc,S94838a92d05e,152.193,65.985,552,64,8.625,6.0454,13208,True,False,not_built
251,253,el9b5812f28e5a,[Li+].CC(=O)[O-],CCCC(C)N(CC)CC(=O)CC,0.57,Li,OAc,Sda541a8e3cb1,185.311,65.985,592,64,9.25,6.595,21824,True,False,not_built
252,254,el5bac7101c046,[Li+].CC(=O)[O-],CCCC(C(=O)CC)C(CC)C(C)C,1.06,Li,OAc,S132a7250d70e,198.35,65.985,292,64,4.562,5.3629,12192,True,False,not_built
253,255,el094a55837428,[Li+].CC(=O)[O-],CCC1COC(C)C2CCC2C1C,0.57,Li,OAc,S73a7eb833b8f,182.307,65.985,602,64,9.406,6.595,21582,True,False,not_built
254,256,el8f90a3a4fe06,[Li+].CC(=O)[O-],CCCCCC(F)C(=O)CN(C)C,0.92,Li,OAc,S215c3dee5440,189.274,65.985,354,64,5.531,5.6222,12194,True,False,not_built
255,257,el134c4bcc14d5,[Li+].CC(=O)[O-],CC1C2CCC(C)(C)C1OC(=O)O2,0.34,Li,OAc,Sc48b3e380db0,184.235,65.985,1008,64,15.75,7.8345,29744,True,False,not_built
256,258,el64e02b9667db,[Li+].CC(=O)[O-],CC1(C(F)F)CCCC1=O,1.46,Li,OAc,S51f19d4718d1,148.152,65.985,279,64,4.359,4.8201,6092,True,False,not_built
257,259,el4313f4d600b1,[Li+].CC(=O)[O-],CCC(CC)OC1CC(=O)CC1CC,0.48,Li,OAc,Sd8d51051b665,198.306,65.985,660,64,10.312,6.9838,24272,True,False,not_built
258,260,el9cfbc0360a4f,[Li+].CC(=O)[O-],CCCC(=O)OC1CCC(CC)C1,0.34,Li,OAc,Sf0ccf2ecc2c6,184.279,65.985,1008,64,15.75,7.8345,33776,True,False,not_built
259,261,ele05ab0016347,[Li+].CC(=O)[O-],CCCCC(=O)C(C)(C)C(C)CC,1.46,Li,OAc,Sfd23e7eb1b3a,184.323,65.985,224,64,3.5,4.8201,8800,True,False,not_built
260,262,el74133ed6e62b,[Li+].CC(=O)[O-],COc1cc(-c2ccccc2)c[nH]1,1.5,Li,OAc,S53b96ba881ae,173.215,65.985,232,64,3.625,4.7768,6080,True,False,not_built
261,263,ele8e6332f1e07,[Li+].CC(=O)[O-],CN(C)C(=O)CC1(C)CC2CC1C2,1.5,Li,OAc,Saaf6455ac71f,181.279,65.985,222,64,3.469,4.7768,7616,True,False,not_built
262,264,el35f9279c5ddb,[Li+].CC(=O)[O-],CCCC(=O)C(C#N)C(CC)CC,0.97,Li,OAc,S85bff4aaac3b,181.279,65.985,350,64,5.469,5.5239,11712,True,False,not_built
263,265,elc53a21f11392,[Li+].CC(=O)[O-],COC(=O)OC(CC(C)C)N(C)C,0.3,Li,OAc,S3aadd3bf5860,189.255,65.985,1114,64,17.406,8.1683,36160,True,False,not_built
264,266,elfcd8d6bec754,[Li+].CC(=O)[O-],CCCCC(=O)OCCC(C)C,0.74,Li,OAc,S19e8ece671ac,172.268,65.985,488,64,7.625,6.0454,16128,True,False,not_built
265,267,elfcceb3908e0b,[Li+].CC(=O)[O-],CCCOCCC1CC(C)CCC1C,1.01,Li,OAc,S91316768d2cc,198.35,65.985,307,64,4.797,5.45,12792,True,False,not_built
266,268,el4e8663bd1161,[Li+].CC(=O)[O-],CCCC(C(C)C)C(C)C(=O)OC,1.32,Li,OAc,S154d08ee4719,186.295,65.985,247,64,3.859,4.9848,9157,True,False,not_built
267,269,el40a044553621,[Li+].CC(=O)[O-],CC1C(CS(C)(=O)=O)C1(C)C,1.19,Li,OAc,Scd162cff19ff,176.281,65.985,291,64,4.547,5.1601,8369,True,False,not_built
268,270,elea0c5cd0d3df,[Li+].CC(=O)[O-],CC(C)(C)CC1CCS1(=O)=O,1.37,Li,OAc,S31bb49561b07,176.281,65.985,251,64,3.922,4.9234,7289,True,False,not_built
269,271,elffa3b9beec73,[Li+].CC(=O)[O-],CCCCC(=O)C(C)(C)C(C)C,0.83,Li,OAc,S3f15ac81e06e,170.296,65.985,438,64,6.844,5.8185,15404,True,False,not_built
270,272,elfdffcbad01c2,[Li+].CC(=O)[O-],CC(CC1CCC1)C(=O)Cl,0.66,Li,OAc,Sbf7df6db1f34,160.644,65.985,588,64,9.188,6.2804,14036,True,False,not_built
271,273,el8ade3c772ad3,[Li+].CC(=O)[O-],CC(=O)OC1(C)CCCC(C)(C)C1C,0.7,Li,OAc,S2dc26f76daea,198.306,65.985,449,64,7.016,6.1585,16676,True,False,not_built
272,274,el06ea6b813dc5,[Li+].CC(=O)[O-],CCC1CCCCC1C(=O)OC(C)C,0.97,Li,OAc,S0856fd16b158,198.306,65.985,320,64,5.0,5.5239,12032,True,False,not_built
273,275,el47d562bf56c2,[Li+].CC(=O)[O-],CCC12CC1OC(=O)CCCCC2C,0.83,Li,OAc,S87be929fcdd1,196.29,65.985,380,64,5.938,5.8185,13432,True,False,not_built
274,276,el13616cd26ec0,[Li+].CC(=O)[O-],CCCCC(=O)CCC(C)(C)C#N,0.48,Li,OAc,S8c9ce98c9a2b,181.279,65.985,722,64,11.281,6.9838,23616,True,False,not_built
275,277,el3e997744b1b6,[Li+].[O-]C(=O)C(F)(F)F,CCC(=O)N1CCCCC1Cl,1.19,Li,TFA,S89865e0d679d,175.659,119.955,280,64,4.375,5.1601,7512,True,False,not_built
276,278,el29aae869ecce,[Li+].[O-]C(=O)C(F)(F)F,CCC(=O)C(CCC(C)C)OC,1.28,Li,TFA,S66cc5bdb407d,172.268,119.955,264,64,4.125,5.0362,8960,True,False,not_built
277,279,eld096a0de5016,[Li+].[O-]C(=O)C(F)(F)F,CC1CC2CCC(C)C(C2)C1=O,0.39,Li,TFA,Sf4642924395b,166.264,119.955,960,64,15.0,7.4843,29312,True,False,not_built
278,280,elf1bf2074a4d1,[Li+].[O-]C(=O)C(F)(F)F,CC1COCCCC1(C)C,0.7,Li,TFA,S76cb98704df3,142.242,119.955,611,64,9.547,6.1585,17620,True,False,not_built
279,281,el53841fbed267,[Li+].[O-]C(=O)C(F)(F)F,CC(=O)CCCC(C)C(C)(C)C#N,0.88,Li,TFA,S854954286a9b,181.279,119.955,376,64,5.875,5.7062,12544,True,False,not_built
280,282,el36680fbd7150,[Li+].[O-]C(=O)C(F)(F)F,CCCC1CC1(C)C(=O)C#N,0.7,Li,TFA,S1ae25b2e2f71,151.209,119.955,575,64,8.984,6.1585,14312,True,False,not_built
281,283,ele646e4a2064e,[Li+].[O-]C(=O)C(F)(F)F,CC1CC(C)(C#N)C(=O)C2(C)CC12,1.41,Li,TFA,Sac66560e7d87,177.247,119.955,231,64,3.609,4.8764,6980,True,False,not_built
282,284,el785d3a3d5888,[Li+].[O-]C(=O)C(F)(F)F,CCC(CC)CC(=O)C(C)CC,0.3,Li,TFA,S7bb1936c0770,170.296,119.955,1226,64,19.156,8.1683,42196,True,False,not_built
283,285,el53d8d3ede976,[Li+].[O-]C(=O)C(F)(F)F,COC(=O)CC1(CC(C)C)CCC1,1.28,Li,TFA,S1dd77507259b,184.279,119.955,247,64,3.859,5.0362,8663,True,False,not_built
284,286,eleb43e4ea66f3,[Li+].[O-]C(=O)C(F)(F)F,CCC1(OC(=O)OC)CCC(C)C1,1.19,Li,TFA,S21b3f288896b,186.251,119.955,265,64,4.141,5.1601,8727,True,False,not_built
285,287,ela7df3caa2f82,[Li+].[O-]C(=O)C(F)(F)F,CCC(CC(C)=O)C(=O)CC(F)F,0.97,Li,TFA,Sf4b76415d7ab,192.205,119.955,320,64,5.0,5.5239,9152,True,False,not_built
286,288,elc6878afcaf3d,[Li+].[O-]C(=O)C(F)(F)F,CCC(CCC(C)C(C)C)OC,0.7,Li,TFA,S2d7695c3830d,172.312,119.955,504,64,7.875,6.1585,18656,True,False,not_built
287,289,elb7e6936768e4,[Li+].[O-]C(=O)C(F)(F)F,CCCC1SOC(C)(C)C1C,0.83,Li,TFA,See7b7915ca26,174.309,119.955,416,64,6.5,5.8185,12576,True,False,not_built
288,290,ele52eaa5b67b0,[Li+].[O-]C(=O)C(F)(F)F,CCCCC(CC)C1CC(=O)N1C,0.57,Li,TFA,Sb9c6d3d2c9f5,183.295,119.955,588,64,9.188,6.595,20504,True,False,not_built
289,291,el6507eaf64c26,[Li+].[O-]C(=O)C(F)(F)F,CCCC(C)(C)CC(=O)C(C)C(C)C,0.79,Li,TFA,S2aedd08cf251,198.35,119.955,386,64,6.031,5.9151,15952,True,False,not_built
290,292,eleca6cdd6d858,[Li+].[O-]C(=O)C(F)(F)F,CCC1COC(C)C2CCC2C1C,0.39,Li,TFA,S73a7eb833b8f,182.307,119.955,875,64,13.672,7.4843,31137,True,False,not_built
291,293,el53a223286a53,[Li+].[O-]C(=O)C(F)(F)F,CCC1OC(=O)CCC1C(C)C,1.23,Li,TFA,S235b658d4b26,170.252,119.955,279,64,4.359,5.1035,8882,True,False,not_built
292,294,el3c8b0b5e065f,[Li+].[O-]C(=O)C(F)(F)F,CCC1CCC2C3CCC3OC(=O)C12,1.19,Li,TFA,Scc9eb242aee3,194.274,119.955,254,64,3.969,5.1601,8640,True,False,not_built
293,295,el77a16fed38ae,[Li+].[O-]C(=O)C(F)(F)F,CCCC(CCC(F)F)C(=O)OC,1.06,Li,TFA,S3edf6137d9c9,194.221,119.955,288,64,4.5,5.3629,8864,True,False,not_built
294,296,el3501a2e9bc01,[Li+].[O-]C(=O)C(F)(F)F,CCCC(=O)CC(CC#N)C(C)(C)C,0.3,Li,TFA,S948c8fb83d94,195.306,119.955,1069,64,16.703,8.1683,37927,True,False,not_built
295,297,el33d67e0a544c,[Li+].[O-]C(=O)C(F)(F)F,CC(F)C(=O)C1(C)CCCO1,1.23,Li,TFA,S689754e2e743,160.188,119.955,297,64,4.641,5.1035,7640,True,False,not_built
296,298,eld11fece396b9,[Li+].[O-]C(=O)C(F)(F)F,COC(=O)CCC1CCCCCC1C,0.83,Li,TFA,S84e1b66e3a27,198.306,119.955,366,64,5.719,5.8185,13688,True,False,not_built
297,299,el39be9c3ee615,[Li+].[O-]C(=O)C(F)(F)F,CC(=O)C1CC2CCCC(C2)C1=O,1.19,Li,TFA,Sc945ef1d4e68,180.247,119.955,273,64,4.266,5.1601,8429,True,False,not_built
298,300,el37cec1d0bf24,[Li+].[O-]C(=O)C(F)(F)F,CCC1C(COC)C2C3CC3CC12C,1.23,Li,TFA,S71694db42c96,194.318,119.955,245,64,3.828,5.1035,9332,True,False,not_built
299,301,el83fc86f0a6d2,[Li+].[O-]C(=O)C(F)(F)F,CC(=O)C1C2CC3CC(C2)CC1C3,0.92,Li,TFA,S1714f3826520,178.275,119.955,365,64,5.703,5.6222,11827,True,False,not_built
300,302,el7428520a0fb4,[Li+].CCC(=O)[O-],CS(=O)(=O)CCCC1CCC1,1.46,Li,PROP,S3fa2564e7f67,176.281,80.012,232,64,3.625,4.8201,6968,True,False,not_built
301,303,elad935ef97cf0,[Li+].CCC(=O)[O-],CC1CC(C)(C)C(C)(C)CC1=O,1.5,Li,PROP,S4096ac4c09ea,168.28,80.012,236,64,3.688,4.7768,8256,True,False,not_built
302,304,el4ddba81fd2e2,[Li+].CCC(=O)[O-],CCOC(=O)CC1CC1C1CCCC1,1.1,Li,PROP,S7a56115b4c36,196.29,80.012,281,64,4.391,5.2971,10258,True,False,not_built
303,305,el8764f3ab98f7,[Li+].CCC(=O)[O-],CC1CC2C3C(C)(C)CCC23O1,0.52,Li,PROP,S189d47b3f15d,166.264,80.012,722,64,11.281,6.7999,22364,True,False,not_built
304,306,el9a7c36c3da86,[Li+].CCC(=O)[O-],CCC1CCC(Cl)C1C(C)=O,1.5,Li,PROP,Sb99841ae74a7,174.671,80.012,227,64,3.547,4.7768,6606,True,False,not_built
305,307,el2788836a71db,[Li+].CCC(=O)[O-],CCCC(F)C(=O)CC,1.32,Li,PROP,Sb67b2c0ecdaf,132.178,80.012,344,64,5.375,4.9848,8272,True,False,not_built
306,308,el84334ad11005,[Li+].CCC(=O)[O-],CCC1OC(=O)CCC1C(C)C,0.88,Li,PROP,S235b658d4b26,170.252,80.012,409,64,6.391,5.7062,12974,True,False,not_built
307,309,ela78fc91a3b60,[Li+].CCC(=O)[O-],COC(=O)CC1CCCCCC(C)C1,0.97,Li,PROP,Se3c12237517c,198.306,80.012,318,64,4.969,5.5239,12152,True,False,not_built
308,310,el6e94cd3b5398,[Li+].CCC(=O)[O-],CC12CC3C4CCC35CC(C1CO5)C42,0.34,Li,PROP,S69efe6872bba,190.286,80.012,973,64,15.203,7.8345,31840,True,False,not_built
309,311,ela1cf3b287c9b,[Li+].CCC(=O)[O-],CCCCC(=O)OCCC(C)C,0.57,Li,PROP,S19e8ece671ac,172.268,80.012,634,64,9.906,6.595,20992,True,False,not_built
310,312,el44d1f858c8a0,[Li+].CCC(=O)[O-],CC1C(=O)C2CCCC2C1=O,0.92,Li,PROP,S94838a92d05e,152.193,80.012,437,64,6.828,5.6222,10755,True,False,not_built
311,313,elfb15e89f8dc5,[Li+].CCC(=O)[O-],CCCC(=O)C(C)C(C)(C)C,0.61,Li,PROP,S540c9bce5ae8,156.269,80.012,652,64,10.188,6.4476,20916,True,False,not_built
312,314,el79673f469c25,[Li+].CCC(=O)[O-],CC12CCCC1(C)C(C(=O)C#N)CC2,0.66,Li,PROP,Sd9dc0fe3209c,191.274,80.012,491,64,7.672,6.2804,15925,True,False,not_built
313,315,el1bb067ef51fa,[Li+].CCC(=O)[O-],CC1CCC12CC2C(=O)OC1(C)CC1,0.61,Li,PROP,S1f168c1db747,194.274,80.012,525,64,8.203,6.4476,17504,True,False,not_built
314,316,elcd73820db90e,[Li+].CCC(=O)[O-],CCCCC(C)C(=O)C1CO1,0.57,Li,PROP,Sfcbb517ad521,156.225,80.012,699,64,10.922,6.595,19577,True,False,not_built
315,317,el6272da04156b,[Li+].CCC(=O)[O-],COC1=CSC=CC1,0.57,Li,PROP,S7646c4e68019,128.196,80.012,852,64,13.312,6.595,14336,True,False,not_built
316,318,elde458e473bf0,[Li+].CCC(=O)[O-],CC(=O)C1CC(C)CCC1C,0.3,Li,PROP,S43e65862d143,154.253,80.012,1363,64,21.297,8.1683,40231,True,False,not_built
317,319,el042e0d5ab3e1,[Li+].CCC(=O)[O-],CCC(=O)N1CCCCC1Cl,0.52,Li,PROP,S89865e0d679d,175.659,80.012,684,64,10.688,6.7999,17804,True,False,not_built
318,320,el74281f96b3ac,[Li+].CCC(=O)[O-],CC1C(=O)C(C#N)CC2CCCC21,0.88,Li,PROP,S6eddb517b5ea,177.247,80.012,393,64,6.141,5.7062,11708,True,False,not_built
319,321,el4117446d9945,[Li+].CCC(=O)[O-],CCC1CC(C)C1C(C)CCOC,1.46,Li,PROP,Se5d79f034af8,184.323,80.012,221,64,3.453,4.8201,8881,True,False,not_built
320,322,el8a3d5002db1e,[Li+].CCC(=O)[O-],CCCCC(C)OC(=O)OCC,1.46,Li,PROP,Sf0923465db12,174.24,80.012,234,64,3.656,4.8201,7724,True,False,not_built
321,323,eld0059a594546,[Li+].CCC(=O)[O-],CC(=O)C1CCCS(=O)(=O)C1,0.61,Li,PROP,S102a9bcca9d2,176.237,80.012,578,64,9.031,6.4476,13998,True,False,not_built
322,324,el797fe28598b2,[Li+].CCC(=O)[O-],CCCC1(CC)C(COC)C1(C)C,0.79,Li,PROP,S768fb88d8bed,184.323,80.012,423,64,6.609,5.9151,16355,True,False,not_built
323,325,elbabbdbde89ff,[Li+].CCC(=O)[O-],CCCCC(=O)C(C)(C)C(C)CC,1.46,Li,PROP,Sfd23e7eb1b3a,184.323,80.012,221,64,3.453,4.8201,8881,True,False,not_built
324,326,el2c058784ea08,[Li+].CCC(=O)[O-],CCC1C2C(C)C(=O)CCCC12OC,0.88,Li,PROP,Sa35cfc491e64,196.29,80.012,355,64,5.547,5.7062,12774,True,False,not_built
325,327,el6d4e952914bf,[Li+].[O-]C(=O)c1ccccc1,CSCC(C(=O)F)C(C)C(C)C,0.92,Li,BNZ,S2b37bc0ab1b1,192.299,128.056,337,64,5.266,5.6222,10733,True,False,not_built
326,328,elcd7a32bb564b,[Li+].[O-]C(=O)c1ccccc1,CCS(=O)(=O)CC(C)CCCl,1.19,Li,BNZ,S15e4a5daa0b8,198.715,128.056,246,64,3.844,5.1601,7356,True,False,not_built
327,329,el289e198d0436,[Li+].[O-]C(=O)c1ccccc1,CCC(=O)C(C)C1SCCS1,1.14,Li,BNZ,S5c7048949758,190.333,128.056,270,64,4.219,5.2344,7710,True,False,not_built
328,330,elba79a1d80ef2,[Li+].[O-]C(=O)c1ccccc1,CCCCC(=O)C(C)C(C)OC,0.7,Li,BNZ,S33048bd02f4d,172.268,128.056,503,64,7.859,6.1585,17056,True,False,not_built
329,331,el8a1dcf14a02f,[Li+].[O-]C(=O)c1ccccc1,COC1C(C(C)=O)C2CCC3CC31C2,1.19,Li,BNZ,Sb4f22c20dd4f,194.274,128.056,252,64,3.938,5.1601,9024,True,False,not_built
330,332,el115aa772e640,[Li+].[O-]C(=O)c1ccccc1,CCOC(=O)OCCCS(C)=O,0.92,Li,BNZ,S67d9707a7b0d,194.252,128.056,333,64,5.203,5.6222,9618,True,False,not_built
331,333,el826e1a9aa627,[Li+].[O-]C(=O)c1ccccc1,CC(=O)C1CCCS(=O)(=O)C1,1.41,Li,BNZ,S102a9bcca9d2,176.237,128.056,230,64,3.594,4.8764,6250,True,False,not_built
332,334,el8451c272e082,[Li+].[O-]C(=O)c1ccccc1,CC(=O)CCCC(C)C(C)(C)C#N,0.57,Li,BNZ,S854954286a9b,181.279,128.056,593,64,9.266,6.595,19936,True,False,not_built
333,335,elf54a8139bd33,[Li+].[O-]C(=O)c1ccccc1,CC(=O)C1C2CC3CC(C2)CC1C3,1.14,Li,BNZ,S1714f3826520,178.275,128.056,288,64,4.5,5.2344,9888,True,False,not_built
334,336,el6898222a35d1,[Li+].[O-]C(=O)c1ccccc1,CCCCCS(=O)(=O)CC,0.52,Li,BNZ,S6eabb7980054,164.27,128.056,720,64,11.25,6.7999,19680,True,False,not_built
335,337,el1f1b2029091f,[Li+].[O-]C(=O)c1ccccc1,CCCCC1C(C)C1CC(C)=O,0.34,Li,BNZ,Sfd7734abd377,168.28,128.056,1090,64,17.031,7.8345,35840,True,False,not_built
336,338,el138a9ec6a92c,[Li+].[O-]C(=O)c1ccccc1,CCC12CC3CC4COC3C(C1)C42,1.37,Li,BNZ,Sb703fe1a50f5,178.275,128.056,235,64,3.672,4.9234,8245,True,False,not_built
337,339,el5049f9ce48e2,[Li+].[O-]C(=O)c1ccccc1,CCN1C(C)CC(=O)C12CC2C,0.52,Li,BNZ,Sf4671bf64324,167.252,128.056,707,64,11.047,6.7999,21463,True,False,not_built
338,340,el331cce3c5561,[Li+].[O-]C(=O)c1ccccc1,COC(=O)C1CC(C)(F)CC1CF,1.5,Li,BNZ,S0e2a3cf7f309,192.205,128.056,197,64,3.078,4.7768,6279,True,False,not_built
339,341,el1d4e44f43cd1,[Li+].[O-]C(=O)c1ccccc1,CCC1CC(C)C1C(C)CCOC,0.48,Li,BNZ,Se5d79f034af8,184.323,128.056,697,64,10.891,6.9838,26749,True,False,not_built
340,342,el335bd6d48afb,[Li+].[O-]C(=O)c1ccccc1,CCC1CCCC(=O)C1Cl,1.01,Li,BNZ,S97aa1623b0ae,160.644,128.056,364,64,5.688,5.45,9332,True,False,not_built
341,343,elad2cde0eda01,[Li+].[O-]C(=O)c1ccccc1,CC1C2C(=O)C(=O)C(CC(C)(C)C)C12,0.83,Li,BNZ,S941de040ae01,194.274,128.056,372,64,5.812,5.8185,12864,True,False,not_built
342,344,elbbd0687f512b,[Li+].[O-]C(=O)c1ccccc1,CCC(C)CC(C)=O,1.37,Li,BNZ,Sdc50030926ce,114.188,128.056,367,64,5.734,4.9234,9034,True,False,not_built
343,345,el3dc2eb744388,[Li+].[O-]C(=O)c1ccccc1,CC(=O)C(C(C)=O)C1CC1C,0.52,Li,BNZ,Sd631448041a5,154.209,128.056,767,64,11.984,6.7999,20135,True,False,not_built
344,346,elf7ea736a2edb,[Li+].[O-]C(=O)c1ccccc1,CCC12CC(CCCCC1=O)C2,0.34,Li,BNZ,S6025d9407903,166.264,128.056,1103,64,17.234,7.8345,34050,True,False,not_built
345,347,el063b99c4dcfc,[Li+].[O-]C(=O)c1ccccc1,CC(=O)CCCCCCC(=O)C(C)=O,0.57,Li,BNZ,S7be2ef3249ce,198.262,128.056,542,64,8.469,6.595,18304,True,False,not_built
346,348,el836566e15e8b,[Li+].[O-]C(=O)c1ccccc1,CCCCC(OC)C(CC)CC,0.79,Li,BNZ,Sc99d9b16dbb5,172.312,128.056,442,64,6.906,5.9151,16872,True,False,not_built
347,349,el594e3bb59ff3,[Li+].[O-]C(=O)c1ccccc1,CCC1(OOC)CC1C,0.57,Li,BNZ,Se3c539fd0daf,130.187,128.056,825,64,12.891,6.595,19935,True,False,not_built
348,350,el8da1ae6945b1,[Li+].[O-]C(=O)c1ccccc1,CC1CCC(C)C12C(=O)CCCC2=O,0.7,Li,BNZ,S6d81f6960de1,194.274,128.056,446,64,6.969,6.1585,15232,True,False,not_built
349,351,el0e66faf1b6a8,[Li+].[O-]C(=O)c1ccccc1,CC1CC(CC(=O)C#N)C1,0.92,Li,BNZ,Sb803f99d9dd9,137.182,128.056,472,64,7.375,5.6222,10872,True,False,not_built
350,352,el4fcd2b663890,[Li+].[O-]C=O,CCCCC(C)C(C)SOC,1.06,Li,HCOO,Se732b32e0b9a,176.325,51.958,331,64,5.172,5.3629,10581,True,False,not_built
351,353,el7d8b1a748253,[Li+].[O-]C=O,CCCCC(C)CC(=O)CC,0.92,Li,HCOO,S4c6e570a4396,156.269,51.958,433,64,6.766,5.6222,13743,True,False,not_built
352,354,el7b8a3257a690,[Li+].[O-]C=O,CCC1(C(C)(C)C)OOC1=O,1.23,Li,HCOO,S11daa9807048,158.197,51.958,317,64,4.953,5.1035,8245,True,False,not_built
353,355,elc26469a78fc8,[Li+].[O-]C=O,COCCC(C(C)C)C(C)C,1.06,Li,HCOO,S4bbc75ff2226,158.285,51.958,369,64,5.766,5.3629,12497,True,False,not_built
354,356,el7e2d47564536,[Li+].[O-]C=O,CCC(CC)(OC(C)=O)SC,0.52,Li,HCOO,Sbc26b1321804,176.281,51.958,687,64,10.734,6.7999,18869,True,False,not_built
355,357,el3db7d93365b8,[Li+].[O-]C=O,CCCCC(C)(CC)CCC(C)=O,1.01,Li,HCOO,S7a6b389b9d55,184.323,51.958,333,64,5.203,5.45,12641,True,False,not_built
356,358,el1271250af725,[Li+].[O-]C=O,CCCC(CC)COC(=O)OCC,1.46,Li,HCOO,S741ce2435b05,188.267,51.958,222,64,3.469,4.8201,7646,True,False,not_built
357,359,el343d57bb1057,[Li+].[O-]C=O,CCOC(C)OC(=O)OC,0.52,Li,HCOO,Sa65afd9a774c,148.158,51.958,818,64,12.781,6.7999,18316,True,False,not_built
358,360,ele0a30fa3d43a,[Li+].[O-]C=O,CCCCCC(=O)OC(C)CCC,0.52,Li,HCOO,S2d92c9c846f8,186.295,51.958,650,64,10.156,6.7999,23070,True,False,not_built
359,361,el39b155d826a5,[Li+].[O-]C=O,CCCCC(C)C(=O)OOCF,1.46,Li,HCOO,S933ec6c66b81,178.203,51.958,235,64,3.672,4.8201,6665,True,False,not_built
360,362,el56f7612d493e,[Li+].[O-]C=O,COC(=O)CC1(CC(C)C)CCC1,1.06,Li,HCOO,S1dd77507259b,184.279,51.958,317,64,4.953,5.3629,10781,True,False,not_built
361,363,el62fbc39bec4c,[Li+].[O-]C=O,CSC1(C)CCC(=O)C(C)C1,0.7,Li,HCOO,S44dfa170824f,172.293,51.958,519,64,8.109,6.1585,14333,True,False,not_built
362,364,el338928b8c5d4,[Li+].[O-]C=O,CCCC(C)C(C)CCC(=O)CC#N,0.61,Li,HCOO,S5abea7358f4a,195.306,51.958,527,64,8.234,6.4476,18765,True,False,not_built
